measure,network_1_values,network_2_values,type,weight_1,weight_2,weight
021U_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
021C_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
111D_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
111U_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
030T_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
030C_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
201_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
120D_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
120U_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
120C_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
210_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
300_peak_tau,1.0,6.820000000000004,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
003_peak_density,0.9989490866692576,0.9984737914304478,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
012_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
102_peak_density,0.08570656820831714,0.1361910793025344,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
021D_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
021U_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
021C_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
111D_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
111U_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
030T_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
030C_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
201_peak_density,0.004997279440342013,0.0007388122713200113,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
120D_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
120U_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
120C_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
210_peak_density,0.0,0.0,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
300_peak_density,0.0010956082394092499,0.002323656735421441,Triad Census,0.020833333333333332,0.020833333333333332,0.020833333333333332
k_core_all_1,0.084,0.045455,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_2,0.088,0.077922,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_3,0.188,0.032468,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_4,0.076,0.012987,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_5,0.132,0.064935,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_6,0.084,0.175325,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_7,0.076,0.155844,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_8,0.0,0.077922,K-Core Decomposition,0.0,0.09090909090909091,1.0
k_core_all_9,0.04,0.12987,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_10,0.044,0.142857,K-Core Decomposition,0.08333333333333333,0.09090909090909091,1.0
k_core_all_12,0.0,0.084416,K-Core Decomposition,0.0,0.09090909090909091,1.0
s_core_all_1,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_2,0.056,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_3,0.04,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_4,0.06,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_5,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_6,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_7,0.02,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_8,0.008,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_9,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_10,0.036,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_11,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_12,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_13,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_14,0.036,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_15,0.024,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_16,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_17,0.012,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_18,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_19,0.02,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_20,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_21,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_22,0.048,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_23,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_24,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_25,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_26,0.004,0.019481,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_27,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_28,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_29,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_30,0.012,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_31,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_32,0.04,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_33,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_34,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_35,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_36,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_37,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_38,0.024,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_39,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_40,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_41,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_42,0.016,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_43,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_44,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_45,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_46,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_47,0.008,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_48,0.048,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_49,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_50,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_51,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_52,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_53,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_54,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_55,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_56,0.008,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_57,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_58,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_59,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_60,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_61,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_62,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_63,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_64,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_65,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_66,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_67,0.016,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_68,0.036,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_69,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_70,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_71,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_72,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_73,0.012,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_74,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_75,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_76,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_77,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_78,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_79,0.016,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_80,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_81,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_82,0.02,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_83,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_84,0.02,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_85,0.008,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_86,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_87,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_88,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_89,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_90,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_91,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_92,0.004,0.012987,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_93,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_94,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_95,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_96,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_97,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_98,0.004,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_99,0.008,0.006494,S-Core Decomposition,0.010101010101010102,0.008,1.0
s_core_all_100,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_101,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_102,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_103,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_104,0.0,0.012987,S-Core Decomposition,0.0,0.008,1.0
s_core_all_105,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_106,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_107,0.0,0.012987,S-Core Decomposition,0.0,0.008,1.0
s_core_all_108,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_109,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_110,0.0,0.012987,S-Core Decomposition,0.0,0.008,1.0
s_core_all_111,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_112,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_113,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_114,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_115,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_116,0.0,0.012987,S-Core Decomposition,0.0,0.008,1.0
s_core_all_117,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_118,0.0,0.012987,S-Core Decomposition,0.0,0.008,1.0
s_core_all_119,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_120,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_121,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_122,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_123,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_124,0.0,0.006494,S-Core Decomposition,0.0,0.008,1.0
s_core_all_125,0.0,0.012987,S-Core Decomposition,0.0,0.008,1.0
Community_1,0.336,0.12987,Community Structure,0.1,0.05,1.0
Community_2,0.144,0.12987,Community Structure,0.1,0.05,1.0
Community_3,0.132,0.084416,Community Structure,0.1,0.05,1.0
Community_4,0.12,0.071429,Community Structure,0.1,0.05,1.0
Community_5,0.096,0.064935,Community Structure,0.1,0.05,1.0
Community_6,0.056,0.064935,Community Structure,0.1,0.05,1.0
Community_7,0.052,0.058442,Community Structure,0.1,0.05,1.0
Community_8,0.036,0.051948,Community Structure,0.1,0.05,1.0
Community_9,0.02,0.051948,Community Structure,0.1,0.05,1.0
Community_10,0.008,0.051948,Community Structure,0.1,0.05,1.0
Community_11,0.0,0.045455,Community Structure,0.0,0.05,1.0
Community_12,0.0,0.038961,Community Structure,0.0,0.05,1.0
Community_13,0.0,0.032468,Community Structure,0.0,0.05,1.0
Community_14,0.0,0.019481,Community Structure,0.0,0.05,1.0
Community_15,0.0,0.019481,Community Structure,0.0,0.05,1.0
Community_16,0.0,0.019481,Community Structure,0.0,0.05,1.0
Community_17,0.0,0.019481,Community Structure,0.0,0.05,1.0
Community_18,0.0,0.019481,Community Structure,0.0,0.05,1.0
Community_19,0.0,0.012987,Community Structure,0.0,0.05,1.0
Community_20,0.0,0.012987,Community Structure,0.0,0.05,1.0
jsd_asinh_total_degree_normalized,0.2885843623462275,-0.2885843623462275,Degree Measures,1.0,1.0,1.0
jsd_asinh_in_group_ratio,0.2073904700290734,-0.2073904700290734,Degree Measures,1.0,1.0,1.0
jsd_asinh_internal_strength_fraction,0.20745850068106172,-0.20745850068106172,Degree Measures,1.0,1.0,1.0
jsd_asinh_undirected_reach_2_normalized,0.2746334731003493,-0.2746334731003493,Local Reach,1.0,1.0,1.0
jsd_asinh_ego_density,0.2044682378540837,-0.2044682378540837,Local Structure,1.0,1.0,1.0
jsd_asinh_density_clustering_coefficient,0.20092185668537066,-0.20092185668537066,Local Structure,1.0,1.0,1.0
jsd_asinh_barrat_weighted_clustering,0.22804292779030874,-0.22804292779030874,Local Structure,1.0,1.0,1.0
jsd_asinh_modularity_vitality_hub,0.1199413665347462,-0.1199413665347462,Influence,1.0,1.0,1.0
jsd_asinh_modularity_vitality_bridge,0.04960653478988031,-0.04960653478988031,Influence,1.0,1.0,1.0
k_core_all_13,0.056,0.0,K-Core Decomposition,0.08333333333333333,0.0,1.0
k_core_all_14,0.056,0.0,K-Core Decomposition,0.08333333333333333,0.0,1.0
k_core_all_18,0.076,0.0,K-Core Decomposition,0.08333333333333333,0.0,1.0
