node,community,total_degree,weighted_total_degree,total_degree_in_group,weighted_total_degree_in_group,total_degree_between,weighted_total_degree_between,in_group_ratio,internal_strength_fraction,k_core_all,s_core_all,undirected_reach_2,total_degree_normalized,ego_density,density_clustering_coefficient,barrat_weighted_clustering,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized
OurIslandOurChoice,3,10,686.0,10,686.0,0,0.0,1.0,1.0,10,24,20,0.002420982791964878,1.0,0.8181818181818182,1.0,0.0,8.826909763737234e-5,0.0008488243782361429
eyesinthesky,5,8,5134.0,8,5134.0,0,0.0,1.0,1.0,8,116,9,0.018118550515958724,1.0,0.7777777777777778,1.0,9.475802138059208e-6,0.0,0.0003819709702062643
SpyBalloonsInTheSky,5,8,4320.0,8,4320.0,0,0.0,1.0,1.0,8,114,9,0.0152458391563969,1.0,0.7777777777777778,1.0,0.0,6.071389810657912e-5,0.0003819709702062643
SurveillanceOrSabotage,5,8,2016.0,8,2016.0,0,0.0,1.0,1.0,8,93,9,0.007114724939651887,1.0,0.7777777777777778,1.0,0.0,0.0001154392912831037,0.0003819709702062643
EyesInTheSkyRedLand,5,8,3246.0,8,3246.0,0,0.0,1.0,1.0,8,112,9,0.011455554143903781,1.0,0.7777777777777778,1.0,0.0,0.00011204989454849379,0.0003819709702062643
BalloonWatchAlert,5,8,3606.0,8,3606.0,0,0.0,1.0,1.0,8,113,9,0.01272604074027019,1.0,0.7777777777777778,1.0,0.0,9.997131003525173e-5,0.0003819709702062643
HighAltitudeThreat,5,8,2212.0,8,2212.0,0,0.0,1.0,1.0,8,94,9,0.007806434308784709,1.0,0.7777777777777778,1.0,0.0,0.00011875416117546056,0.0003819709702062643
HiddenWeaponsAbove,5,8,2416.0,8,2416.0,0,0.0,1.0,1.0,8,95,9,0.00852637671339234,1.0,0.7777777777777778,1.0,0.0,0.00012066884806716249,0.0003819709702062643
bambooumbrella,5,8,4832.0,8,4832.0,0,0.0,1.0,1.0,8,115,9,0.01705275342678468,1.0,0.7777777777777778,1.0,0.0,1.9777411425336844e-5,0.0003819709702062643
science,6,10,2840.0,10,2840.0,0,0.0,1.0,1.0,10,58,11,0.010022727593557221,1.0,0.8181818181818182,1.0,0.000781465668000636,0.0,0.00046685340802987864
environment,6,10,1790.0,10,1790.0,0,0.0,1.0,1.0,10,46,11,0.006317141687488531,1.0,0.8181818181818182,1.0,0.0004504213326944617,0.0,0.00046685340802987864
finalfrontier,6,10,2514.0,10,2514.0,0,0.0,1.0,1.0,10,57,11,0.008872231397958752,1.0,0.8181818181818182,1.0,0.0006732289618354148,0.0,0.00046685340802987864
ScienceInTheSky,6,10,1490.0,10,1490.0,0,0.0,1.0,1.0,10,45,11,0.0052584028571831904,1.0,0.8181818181818182,1.0,0.0003650807198414263,0.0,0.00046685340802987864
PeacefulResearch,6,10,1426.0,10,1426.0,0,0.0,1.0,1.0,10,44,11,0.005032538573384718,1.0,0.8181818181818182,1.0,0.0003473971838602319,0.0,0.00046685340802987864
BalloonsNotWeapons,6,10,1096.0,10,1096.0,0,0.0,1.0,1.0,10,43,11,0.0038679258600488433,1.0,0.8181818181818182,1.0,0.000259107547316173,0.0,0.00046685340802987864
ClearingTheAir,6,10,900.0,10,900.0,0,0.0,1.0,1.0,10,39,11,0.003176216490916021,1.0,0.8181818181818182,1.0,0.00020894464752396757,0.0,0.00046685340802987864
ScientificExploration,6,10,954.0,10,954.0,0,0.0,1.0,1.0,10,40,11,0.003366789480370982,1.0,0.8181818181818182,1.0,0.00022259675523161881,0.0,0.00046685340802987864
EnvironmentalMonitoring,6,10,1012.0,10,1012.0,0,0.0,1.0,1.0,10,42,11,0.003571478987563348,1.0,0.8181818181818182,1.0,0.000237402544533305,0.0,0.00046685340802987864
TransparencyAboveAll,6,10,970.0,10,970.0,0,0.0,1.0,1.0,10,41,11,0.0034232555513206003,1.0,0.8181818181818182,1.0,0.00022666636565427112,0.0,0.00046685340802987864
DigitalDefense,7,4,4204.0,4,4204.0,0,0.0,1.0,1.0,3,118,5,0.014836460142012169,0.9,0.5,0.9157944814462416,0.0013828423071041707,0.0,0.00021220609455903573
OfficialUpdate,7,3,2320.0,3,2320.0,0,0.0,1.0,1.0,3,111,5,0.008187580287694632,1.0,0.5,1.0,0.0006615744093665388,0.0,0.00021220609455903573
UnsafeWaters,8,9,3146.0,9,3146.0,0,0.0,1.0,1.0,9,101,10,0.011102641200468668,1.0,0.8,1.0,0.0,7.038807118076029e-5,0.00042441218911807145
MaritimeFlashpoint,8,9,2578.0,9,2578.0,0,0.0,1.0,1.0,9,99,10,0.009098095681757224,1.0,0.8,1.0,0.0,8.518236014598557e-5,0.00042441218911807145
TradeRoutesAtRisk,8,9,2778.0,9,2778.0,0,0.0,1.0,1.0,9,100,10,0.00980392156862745,1.0,0.8,1.0,0.0,8.140548098223288e-5,0.00042441218911807145
SouthRedLandSeaCrisis,8,9,3650.0,9,3650.0,0,0.0,1.0,1.0,9,102,10,0.01288132243538164,1.0,0.8,1.0,0.0,4.662646270503501e-5,0.00042441218911807145
ChokepointThreat,8,9,2470.0,9,2470.0,0,0.0,1.0,1.0,9,98,10,0.008716949702847301,1.0,0.8,1.0,0.0,8.658013557094613e-5,0.00042441218911807145
SeaLinesUnderFire,8,9,2148.0,9,2148.0,0,0.0,1.0,1.0,9,97,10,0.007580570024986236,1.0,0.8,1.0,0.0,8.809800524289813e-5,0.00042441218911807145
GlobalShippingRisk,8,9,2052.0,9,2052.0,0,0.0,1.0,1.0,9,96,10,0.007241773599288528,1.0,0.8,1.0,0.0,8.778784785590243e-5,0.00042441218911807145
freeandopen,8,9,4622.0,9,4622.0,0,0.0,1.0,1.0,9,104,10,0.016311636245570943,1.0,0.8,1.0,2.8194195443975723e-5,0.0,0.00042441218911807145
bigbusiness,8,9,4186.0,9,4186.0,0,0.0,1.0,1.0,9,103,10,0.014772935812193848,1.0,0.8,1.0,0.0,1.015402239123997e-5,0.00042441218911807145
ScienceOverSpeculation,9,6,2742.0,6,2742.0,0,0.0,1.0,1.0,6,92,13,0.009676872908990811,1.0,0.7142857142857143,1.0,0.0007067026410139121,0.0,0.000551735845853493
FactsNotFear,9,12,3006.0,12,3006.0,0,0.0,1.0,1.0,6,92,13,0.01060856307965951,0.5384615384615384,0.38461538461538464,0.45454545454545453,0.0007926212069354621,0.0,0.000551735845853493
HealthFirstAlways,9,6,2016.0,6,2016.0,0,0.0,1.0,1.0,6,88,13,0.007114724939651887,1.0,0.7142857142857143,1.0,0.0004870220172845663,0.0,0.000551735845853493
StopTheStigma,9,6,2248.0,6,2248.0,0,0.0,1.0,1.0,6,89,13,0.00793348296842135,1.0,0.7142857142857143,1.0,0.0005546014922943598,0.0,0.000551735845853493
TogetherAgainstSuperFlu,9,6,2604.0,6,2604.0,0,0.0,1.0,1.0,6,91,13,0.009189853047050353,1.0,0.7142857142857143,1.0,0.0006630809116247027,0.0,0.000551735845853493
TrustTheExperts,9,6,2560.0,6,2560.0,0,0.0,1.0,1.0,6,90,13,0.009034571351938903,1.0,0.7142857142857143,1.0,0.0006493577556874186,0.0,0.000551735845853493
BlameGameAtSea,9,6,298.0,6,298.0,0,0.0,1.0,1.0,6,15,13,0.001051680571436638,1.0,0.7142857142857143,1.0,6.093890781300182e-5,0.0,0.000551735845853493
AntiRedLandSpin,9,6,280.0,6,280.0,0,0.0,1.0,1.0,6,14,13,0.0009881562416183176,1.0,0.7142857142857143,1.0,5.715156261532073e-5,0.0,0.000551735845853493
HotWaterPeacePosture,10,15,1298.0,15,1298.0,0,0.0,1.0,1.0,12,48,20,0.0045808100057877724,0.825,0.7,0.849438696896324,0.0,0.00021594990075946008,0.0008488243782361429
IndoHotWaterSecurity,10,15,3828.0,15,3828.0,0,0.0,1.0,1.0,12,78,20,0.013509507474696142,0.825,0.7,0.8268025078369906,0.0,0.0004703504471771369,0.0008488243782361429
StrongerTogetherCLBL,10,15,1524.0,15,1524.0,0,0.0,1.0,1.0,12,49,20,0.005378393257951129,0.825,0.7,0.8551743532058492,0.0,0.0002478075172425154,0.0008488243782361429
DefendDemocracy,10,15,2540.0,15,2540.0,0,0.0,1.0,1.0,12,76,20,0.008963988763251881,0.825,0.7,0.8807086614173228,0.0,0.00036927125842334263,0.0008488243782361429
AlliesForPeace,10,15,2754.0,15,2754.0,0,0.0,1.0,1.0,12,77,20,0.009719222462203024,0.825,0.7,0.8795518207282913,0.0,0.00039022927643572736,0.0008488243782361429
FreeAndOpenIndoHotWater,10,12,2874.0,12,2874.0,0,0.0,1.0,1.0,12,80,16,0.01014271799432516,1.0,0.8461538461538461,1.0,0.0,0.0004012644474831184,0.0006790595025889144
Readiness,10,12,2874.0,12,2874.0,0,0.0,1.0,1.0,12,80,16,0.01014271799432516,1.0,0.8461538461538461,1.0,0.0,0.0004012644474831184,0.0006790595025889144
GuardiansofTheHotWater,10,12,598.0,12,598.0,0,0.0,1.0,1.0,12,20,16,0.0021104194017419783,1.0,0.8461538461538461,1.0,0.0,0.00010638395824269509,0.0006790595025889144
BlueLandCherryLandAlliance,10,15,1158.0,15,1158.0,0,0.0,1.0,1.0,12,47,20,0.0040867318849786135,0.825,0.7,0.846780162842339,0.0,0.00019534772755525065,0.0008488243782361429
FreedomNeedsForce,10,12,598.0,12,598.0,0,0.0,1.0,1.0,12,20,16,0.0021104194017419783,1.0,0.8461538461538461,1.0,0.0,0.00010638395824269509,0.0006790595025889144
OkinawaForFreedom,10,12,780.0,12,780.0,0,0.0,1.0,1.0,12,32,16,0.0027527209587938847,1.0,0.8461538461538461,1.0,0.0,0.00013643975171606648,0.0006790595025889144
SecureTheSeas,10,12,312.0,12,312.0,0,0.0,1.0,1.0,12,16,16,0.001101088383517554,1.0,0.8461538461538461,1.0,0.0,5.6955167629269e-5,0.0006790595025889144
allies,10,12,3414.0,12,3414.0,0,0.0,1.0,1.0,8,67,20,0.012048447888874773,0.6410256410256411,0.48717948717948717,0.6264046439793364,0.0,0.0004444731266735058,0.0008488243782361429
commoncause,10,8,1376.0,8,1376.0,0,0.0,1.0,1.0,8,51,20,0.004856082101667161,1.0,0.7777777777777778,1.0,0.0,0.00022714098114218206,0.0008488243782361429
StandingWithJapan,10,5,1954.0,5,1954.0,0,0.0,1.0,1.0,5,54,13,0.006895918914722117,1.0,0.6666666666666666,1.0,0.0,0.0003035961849384705,0.000551735845853493
CommittedToJustice,10,5,1702.0,5,1702.0,0,0.0,1.0,1.0,5,53,13,0.006006578297265631,1.0,0.6666666666666666,1.0,0.0,0.0002716728512658362,0.000551735845853493
SharedSorrowSharedStrength,10,5,1156.0,5,1156.0,0,0.0,1.0,1.0,5,47,13,0.004079673626109911,1.0,0.6666666666666666,1.0,0.0,0.00019504862668440204,0.000551735845853493
RespectAndRemembrance,10,5,900.0,5,900.0,0,0.0,1.0,1.0,5,39,13,0.003176216490916021,1.0,0.6666666666666666,1.0,0.0,0.00015565693312025175,0.000551735845853493
AsiaForAsians,11,9,1980.0,9,1980.0,0,0.0,1.0,1.0,9,64,10,0.006987676280015246,1.0,0.8,1.0,0.00013771251900174253,0.0,0.00042441218911807145
imperialism,11,9,4456.0,9,4456.0,0,0.0,1.0,1.0,9,107,10,0.015725800759468653,1.0,0.8,1.0,0.0005356902622508652,0.0,0.00042441218911807145
StopWesternInterference,11,9,1710.0,9,1710.0,0,0.0,1.0,1.0,9,63,10,0.0060348113327404395,1.0,0.8,1.0,0.00010981332643311692,0.0,0.00042441218911807145
OutsidersCauseInstability,11,9,2428.0,9,2428.0,0,0.0,1.0,1.0,9,70,10,0.008568726266604553,1.0,0.8,1.0,0.00019055629834796584,0.0,0.00042441218911807145
ForeignProvocation,11,9,3262.0,9,3262.0,0,0.0,1.0,1.0,9,86,10,0.0115120202148534,1.0,0.8,1.0,0.0003111418977472802,0.0,0.00042441218911807145
PeaceNotPresence,11,9,1602.0,9,1602.0,0,0.0,1.0,1.0,9,62,10,0.005653665353830517,1.0,0.8,1.0,9.947649874686437e-5,0.0,0.00042441218911807145
SovereigntyUnderSiege,11,9,1462.0,9,1462.0,0,0.0,1.0,1.0,9,61,10,0.0051595872330213585,1.0,0.8,1.0,8.677214248753451e-5,0.0,0.00042441218911807145
TensionByTrespass,11,9,1350.0,9,1350.0,0,0.0,1.0,1.0,9,60,10,0.0047643247363740315,1.0,0.8,1.0,7.717124352080162e-5,0.0,0.00042441218911807145
westernlies,11,9,4456.0,9,4456.0,0,0.0,1.0,1.0,9,107,10,0.015725800759468653,1.0,0.8,1.0,0.0005356902622508652,0.0,0.00042441218911807145
BeijingBehindIt,12,7,5576.0,7,5576.0,0,0.0,1.0,1.0,7,125,8,0.019678425725941924,1.0,0.75,1.0,0.0,0.0009978467537054003,0.0003395297512944572
RedLandUnleashedChaos,12,7,5518.0,7,5518.0,0,0.0,1.0,1.0,7,124,8,0.01947373621874956,1.0,0.75,1.0,0.0,0.000993054331990817,0.0003395297512944572
PandemicOrPlot,12,7,5154.0,7,5154.0,0,0.0,1.0,1.0,7,122,8,0.018189133104645747,1.0,0.75,1.0,0.0,0.0009601083379098263,0.0003395297512944572
SuperFluBioweapon,12,7,5576.0,7,5576.0,0,0.0,1.0,1.0,7,125,8,0.019678425725941924,1.0,0.75,1.0,0.0,0.0009978467537054003,0.0003395297512944572
RedLandBiowar,12,7,4452.0,7,4452.0,0,0.0,1.0,1.0,7,119,8,0.01571168424173125,1.0,0.75,1.0,0.0,0.0008827991841326988,0.0003395297512944572
BioAttackConfirmed,12,7,5298.0,7,5298.0,0,0.0,1.0,1.0,7,123,8,0.01869732774319231,1.0,0.75,1.0,0.0,0.0009737315030008409,0.0003395297512944572
SuperFluCoverup,12,7,5004.0,7,5004.0,0,0.0,1.0,1.0,7,120,8,0.017659763689493076,1.0,0.75,1.0,0.0,0.0009451024453509538,0.0003395297512944572
HacksNotActivism,13,1,200.0,1,200.0,0,0.0,1.0,1.0,1,11,2,0.0007058258868702269,1.0,0.0,0.0,0.00011431229821601274,0.0,8.48824378236143e-5
BlueLandBasingConcerns,14,1,712.0,1,712.0,0,0.0,1.0,1.0,1,38,2,0.0025127401572580077,1.0,0.0,0.0,0.00040148882237622807,0.0,8.48824378236143e-5
AccountabilityMarinesAndCommunity,15,7,1380.0,7,1380.0,0,0.0,1.0,1.0,7,37,8,0.004870198619404565,1.0,0.75,1.0,0.0006069967072963589,0.0,0.0003395297512944572
MourningNotBlaming,15,7,1266.0,7,1266.0,0,0.0,1.0,1.0,7,36,8,0.004467877863888536,1.0,0.75,1.0,0.0005533323872017881,0.0,0.0003395297512944572
AllianceThroughSorrow,15,7,1000.0,7,1000.0,0,0.0,1.0,1.0,7,34,8,0.0035291294343511343,1.0,0.75,1.0,0.00043061147684930745,0.0,0.0003395297512944572
GriefWithoutDivision,15,7,602.0,7,602.0,0,0.0,1.0,1.0,7,25,8,0.0021245359194793827,1.0,0.75,1.0,0.0002534559181859297,0.0,0.0003395297512944572
OkinawaUnity,15,7,1380.0,7,1380.0,0,0.0,1.0,1.0,7,37,8,0.004870198619404565,1.0,0.75,1.0,0.0006069967072963589,0.0,0.0003395297512944572
SupportWithSorrow,15,7,602.0,7,602.0,0,0.0,1.0,1.0,7,25,8,0.0021245359194793827,1.0,0.75,1.0,0.0002534559181859297,0.0,0.0003395297512944572
OneTragedyNotTheWholeStory,15,7,872.0,7,872.0,0,0.0,1.0,1.0,7,33,8,0.003077400866754189,1.0,0.75,1.0,0.0003727954528014443,0.0,0.0003395297512944572
bigbadballoon,16,7,2878.0,7,2878.0,0,0.0,1.0,1.0,7,75,8,0.010156834512062564,1.0,0.75,1.0,0.0007781749289155204,0.0,0.0003395297512944572
BalloonsNotBombs,16,7,2466.0,7,2466.0,0,0.0,1.0,1.0,7,73,8,0.008702833185109896,1.0,0.75,1.0,0.0006438770012870965,0.0,0.0003395297512944572
CowardsInCrisis,16,7,1538.0,7,1538.0,0,0.0,1.0,1.0,7,69,8,0.005427801070032045,1.0,0.75,1.0,0.00036993843704891116,0.0,0.0003395297512944572
FearTheFluff,16,7,1908.0,7,1908.0,0,0.0,1.0,1.0,7,71,8,0.006733578960741964,1.0,0.75,1.0,0.0004744748864644599,0.0,0.0003395297512944572
HotAirHypers,16,7,2794.0,7,2794.0,0,0.0,1.0,1.0,7,74,8,0.009860387639577068,1.0,0.75,1.0,0.0007501511860389387,0.0,0.0003395297512944572
ScaredOfBagsOfAir,16,7,2196.0,7,2196.0,0,0.0,1.0,1.0,7,72,8,0.0077499682378350905,1.0,0.75,1.0,0.0005601294168622317,0.0,0.0003395297512944572
LaughingAtThePanic,16,7,1442.0,7,1442.0,0,0.0,1.0,1.0,7,68,8,0.005089004644334335,1.0,0.75,1.0,0.0003438177787842278,0.0,0.0003395297512944572
PrayForOkinawa,17,2,100.0,2,100.0,0,0.0,1.0,1.0,2,7,3,0.00035291294343511344,1.0,0.3333333333333333,1.0,5.707727630599457e-5,0.0,0.00012732365673542143
OkinawaCrash,17,2,106.0,2,106.0,0,0.0,1.0,1.0,2,8,3,0.0003740877200412202,1.0,0.3333333333333333,1.0,6.0518290016076115e-5,0.0,0.00012732365673542143
BaselessBlameGame,18,5,68.0,5,68.0,0,0.0,1.0,1.0,5,4,6,0.00023998080153587713,1.0,0.6666666666666666,1.0,3.870685308582367e-5,0.0,0.00025464731347084286
CyberLiesAndPolitics,18,5,44.0,5,44.0,0,0.0,1.0,1.0,5,3,6,0.0001552816951114499,1.0,0.6666666666666666,1.0,2.501845868874142e-5,0.0,0.00025464731347084286
FreelanceHackers,18,5,86.0,5,86.0,0,0.0,1.0,1.0,5,5,6,0.00030350513135419757,1.0,0.6666666666666666,1.0,4.8992607146192135e-5,0.0,0.00025464731347084286
FactsBeforeFingerPointing,18,5,44.0,5,44.0,0,0.0,1.0,1.0,5,3,6,0.0001552816951114499,1.0,0.6666666666666666,1.0,2.501845868874142e-5,0.0,0.00025464731347084286
DigitalWitchHunt,18,5,20.0,5,20.0,0,0.0,1.0,1.0,5,2,6,7.058258868702268e-5,1.0,0.6666666666666666,1.0,1.1359691812762307e-5,0.0,0.00025464731347084286
NoProofNoProblem,9,6,298.0,6,298.0,0,0.0,1.0,1.0,6,15,13,0.001051680571436638,1.0,0.7142857142857143,1.0,6.093890781300182e-5,0.0,0.000551735845853493
SignalNotSabotage,9,6,240.0,6,240.0,0,0.0,1.0,1.0,6,13,13,0.0008469910642442722,1.0,0.7142857142857143,1.0,4.878439607758356e-5,0.0,0.000551735845853493
ScapegoatingRedLand,9,6,84.0,6,84.0,0,0.0,1.0,1.0,6,6,13,0.00029644687248549527,1.0,0.7142857142857143,1.0,1.6798580353971637e-5,0.0,0.000551735845853493
UnilateralAmbitions,1,6,3090.0,6,3090.0,0,0.0,1.0,1.0,6,84,7,0.010905009952145005,1.0,0.7142857142857143,1.0,0.0008991499174678674,0.0,0.00029708853238265005
PaperTiger,2,2,180.0,2,180.0,0,0.0,1.0,1.0,2,10,3,0.0006352432981832042,1.0,0.3333333333333333,1.0,0.00010236384728568027,0.0,0.00012732365673542143
VictimsNotCollateral,3,6,588.0,6,588.0,0,0.0,1.0,1.0,6,21,18,0.002075128107398467,1.0,0.7142857142857143,1.0,0.0,7.663563912940763e-5,0.0007639419404125286
TokyoHandsOff,3,10,1438.0,10,1438.0,0,0.0,1.0,1.0,10,52,20,0.005074888126596931,1.0,0.8181818181818182,1.0,0.0,0.00016650148300223488,0.0008488243782361429
UnitedAgainstDisinfo,7,4,3540.0,4,3540.0,0,0.0,1.0,1.0,3,117,5,0.012493118197603015,0.9,0.5,0.9096045197740112,0.0011089841569160708,0.0,0.00021220609455903573
RedTruth,19,2,624.0,2,624.0,0,0.0,1.0,1.0,1,26,3,0.002202176767035108,0.6666666666666666,0.0,0.0,0.0003526945096360423,0.0,0.00012732365673542143
GovHack,20,2,1564.0,2,1564.0,0,0.0,1.0,1.0,2,56,3,0.005519558435325174,1.0,0.3333333333333333,1.0,0.0008189746783675567,0.0,0.00012732365673542143
RemainVigilant,4,2,620.0,2,620.0,0,0.0,1.0,1.0,2,26,3,0.002188060249297703,1.0,0.3333333333333333,1.0,0.00034023099821134384,0.0,0.00012732365673542143
OkinawansNOW,3,4,512.0,4,512.0,0,0.0,1.0,1.0,4,19,15,0.0018069142703877807,1.0,0.6,1.0,0.0,6.738819737073243e-5,0.0006366182836771072
stopredland,5,8,5134.0,8,5134.0,0,0.0,1.0,1.0,8,116,9,0.018118550515958724,1.0,0.7777777777777778,1.0,9.475802138059208e-6,0.0,0.0003819709702062643
spacescience,6,10,2840.0,10,2840.0,0,0.0,1.0,1.0,10,58,11,0.010022727593557221,1.0,0.8181818181818182,1.0,0.000781465668000636,0.0,0.00046685340802987864
handsoffthestrait,8,9,4622.0,9,4622.0,0,0.0,1.0,1.0,9,104,10,0.016311636245570943,1.0,0.8,1.0,2.8194195443975723e-5,0.0,0.00042441218911807145
UnityInCrisis,9,6,1956.0,6,1956.0,0,0.0,1.0,1.0,6,87,13,0.006902977173590819,1.0,0.7142857142857143,1.0,0.0004699414265013635,0.0,0.000551735845853493
TechFrictionFiction,9,6,224.0,6,224.0,0,0.0,1.0,1.0,6,12,13,0.0007905249932946541,1.0,0.7142857142857143,1.0,4.545649654552619e-5,0.0,0.000551735845853493
